"Country","Indicator","Sex","Age Group","Time","Unit","PowerCode","Reference Period","Value","Flags"
"Germany","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,4.1,
"Germany","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,3.3,
"Greece","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,60,
"Greece","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,44.7,
"Greece","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,49.3,
"Greece","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,33.1,
"Greece","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,17.8,
"Greece","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,26.1,
"Hungary","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,69.6,
"Hungary","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,54.6,
"Hungary","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,66.9,
"Hungary","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,52.1,
"Hungary","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,3.8,
"Hungary","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,4.6,
"Iceland","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,84.7,
"Iceland","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,76.5,
"Iceland","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,81.8,
"Iceland","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,74.1,
"Iceland","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,3.4,
"Iceland","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,3.2,
"Ireland","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,68.5,
"Ireland","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,55.5,
"Ireland","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,63.7,
"Ireland","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,52.2,
"Ireland","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,7,
"Ireland","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,6,
"Italy","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,59.4,
"Italy","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,40.9,
"Italy","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,53.2,
"Italy","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,35.9,
"Italy","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,10.3,
"Italy","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,12.4,
"Japan","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,70.5,
"Japan","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,51.2,
"Japan","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,68.4,
"Japan","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,49.8,
"Japan","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,2.9,
"Japan","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,2.7,
"Korea","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,74.1,
"Korea","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,52.7,
"Korea","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,71.2,
"Korea","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,50.8,
"Korea","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,3.8,
"Korea","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,3.5,
"Luxembourg","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,63.6,
"Luxembourg","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,55,
"Luxembourg","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,60.1,
"Luxembourg","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,51.9,
"Luxembourg","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,5.5,
"Luxembourg","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,5.5,
"Mexico","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,77.6,
"Mexico","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,43,
"Mexico","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,75,
"Mexico","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,41.4,
"Mexico","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,3.3,
"Mexico","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,3.6,
"Netherlands","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,69.4,
"Netherlands","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,58.8,
"Netherlands","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,66.3,
"Netherlands","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,55.7,
"Netherlands","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,4.5,
"Netherlands","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,5.3,
"New Zealand","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,76.5,
"New Zealand","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,65.5,
"New Zealand","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,73.2,
"New Zealand","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,62.1,
"New Zealand","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,4.3,
"New Zealand","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,5.2,
"Norway","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,65.9,
"Norway","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,61.4,
"Norway","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,62.9,
"Norway","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,59.2,
"Norway","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,4.6,
"Norway","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,3.7,
"Poland","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,65.2,
"Poland","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,48.4,
"Poland","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,62,
"Poland","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,46.1,
"Poland","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,4.9,
"Poland","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,4.9,
"Portugal","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,64.5,
"Portugal","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,54.1,
"Portugal","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,59.1,
"Portugal","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,49,
"Portugal","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,8.4,
"Portugal","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,9.3,
"Slovak Republic","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,67.7,
"Slovak Republic","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,52.7,
"Slovak Republic","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,62.4,
"Slovak Republic","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,48.2,
"Slovak Republic","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,7.9,
"Slovak Republic","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,8.4,
"Spain","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,64.7,
"Spain","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,53.2,
"Spain","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,54.6,
"Spain","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,43.1,
"Spain","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,15.7,
"Spain","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,19,
"Sweden","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,75.1,
"Sweden","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,70.2,
"Sweden","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,69.9,
"Sweden","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,65.7,
"Sweden","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,6.9,
"Sweden","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,6.4,
"Switzerland","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,74.5,
"Switzerland","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,62.6,
"Switzerland","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,71.1,
"Switzerland","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,59.4,
"Switzerland","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,4.6,
"Switzerland","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,5.1,
"Turkey","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,72.5,
"Turkey","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,33.6,
"Turkey","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,65.6,
"Turkey","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,28.9,
"Turkey","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,9.4,
"Turkey","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,14.1,
"United Kingdom","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,68.9,
"United Kingdom","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,58,
"United Kingdom","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,65.8,
"United Kingdom","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,55.6,
"United Kingdom","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,4.5,
"United Kingdom","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,4.2,
"United States","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,69.1,
"United States","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,57,
"United States","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,66,
"United States","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,54.6,
"United States","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,4.4,
"United States","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,4.3,
"Brazil","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,73.8,
"Brazil","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,53.6,
"Brazil","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,65.8,
"Brazil","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,45.8,
"Brazil","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,10.8,
"Brazil","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,14.5,
"Chile","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,71.2,
"Chile","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,48.5,
"Chile","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,66.7,
"Chile","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,45,
"Chile","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,6.3,
"Chile","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,7.2,
"Colombia","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,80.9,
"Colombia","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,58.1,
"Colombia","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,75.1,
"Colombia","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,50.9,
"Colombia","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,7.2,
"Colombia","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,12.3,
"Costa Rica","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,73,
"Costa Rica","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,44.5,
"Costa Rica","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,67.5,
"Costa Rica","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,39.4,
"Costa Rica","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,7.5,
"Costa Rica","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,11.6,
"Estonia","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,76.8,
"Estonia","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,67.2,
"Estonia","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,72.1,
"Estonia","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,63.6,
"Estonia","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,6.2,
"Estonia","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,5.3,
"Indonesia","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,82.8,
"Indonesia","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,53,
"Indonesia","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,78.3,
"Indonesia","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,50.1,
"Indonesia","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,5.4,
"Indonesia","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,5.4,
"Israel","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,69,
"Israel","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,59.3,
"Israel","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,66.1,
"Israel","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,56.7,
"Israel","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,4.1,
"Israel","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,4.3,
"Latvia","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,67.8,
"Latvia","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,55.2,
"Latvia","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,61.2,
"Latvia","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,50.9,
"Latvia","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,9.8,
"Latvia","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,7.7,
"Lithuania","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,66.4,
"Lithuania","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,55.8,
"Lithuania","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,60.8,
"Lithuania","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,52.7,
"Lithuania","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,8.5,
"Lithuania","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,5.7,
"Russia","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,71.3,
"Russia","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,55.7,
"Russia","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,67.5,
"Russia","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,52.8,
"Russia","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,5.4,
"Russia","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,5,
"Slovenia","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,63.2,
"Slovenia","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,53.8,
"Slovenia","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,59.5,
"Slovenia","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,49.8,
"Slovenia","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,5.8,
"Slovenia","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,7.5,
"South Africa","Labour force participation rate, by sex and age group ","Men","Total","2017","Percentage","Units",,62.9,
"South Africa","Labour force participation rate, by sex and age group ","Women","Total","2017","Percentage","Units",,48.7,
"South Africa","Employment/population ratio, by sex and age group","Men","Total","2017","Percentage","Units",,46.9,
"South Africa","Employment/population ratio, by sex and age group","Women","Total","2017","Percentage","Units",,34.4,
"South Africa","Unemployment rate, by sex and age group","Men","Total","2017","Percentage","Units",,25.5,
"South Africa","Unemployment rate, by sex and age group","Women","Total","2017","Percentage","Units",,29.4,
"Australia","Labour force participation rate, by sex and age group ","Men","15-24","2017","Percentage","Units",,67.4,
"Australia","Labour force participation rate, by sex and age group ","Women","15-24","2017","Percentage","Units",,66.4,
"Australia","Employment/population ratio, by sex and age group","Men","15-24","2017","Percentage","Units",,58.2,
"Australia","Employment/population ratio, by sex and age group","Women","15-24","2017","Percentage","Units",,58.7,
"Australia","Unemployment rate, by sex and age group","Men","15-24","2017","Percentage","Units",,13.6,
"Australia","Unemployment rate, by sex and age group","Women","15-24","2017","Percentage","Units",,11.5,
"Austria","Labour force participation rate, by sex and age group ","Men","15-24","2017","Percentage","Units",,58.4,
"Austria","Labour force participation rate, by sex and age group ","Women","15-24","2017","Percentage","Units",,53.7,
"Austria","Employment/population ratio, by sex and age group","Men","15-24","2017","Percentage","Units",,52.1,
"Austria","Employment/population ratio, by sex and age group","Women","15-24","2017","Percentage","Units",,49,
"Austria","Unemployment rate, by sex and age group","Men","15-24","2017","Percentage","Units",,10.8,
"Austria","Unemployment rate, by sex and age group","Women","15-24","2017","Percentage","Units",,8.7,
"Belgium","Labour force participation rate, by sex and age group ","Men","15-24","2017","Percentage","Units",,30.6,
"Belgium","Labour force participation rate, by sex and age group ","Women","15-24","2017","Percentage","Units",,25.4,
"Belgium","Employment/population ratio, by sex and age group","Men","15-24","2017","Percentage","Units",,24.4,
"Belgium","Employment/population ratio, by sex and age group","Women","15-24","2017","Percentage","Units",,20.9,
"Belgium","Unemployment rate, by sex and age group","Men","15-24","2017","Percentage","Units",,20.2,
"Belgium","Unemployment rate, by sex and age group","Women","15-24","2017","Percentage","Units",,18,
"Canada","Labour force participation rate, by sex and age group ","Men","15-24","2017","Percentage","Units",,64.4,
"Canada","Labour force participation rate, by sex and age group ","Women","15-24","2017","Percentage","Units",,64.6,
"Canada","Employment/population ratio, by sex and age group","Men","15-24","2017","Percentage","Units",,56,
"Canada","Employment/population ratio, by sex and age group","Women","15-24","2017","Percentage","Units",,58.4,
"Canada","Unemployment rate, by sex and age group","Men","15-24","2017","Percentage","Units",,13.1,
"Canada","Unemployment rate, by sex and age group","Women","15-24","2017","Percentage","Units",,9.7,
"Czech Republic","Labour force participation rate, by sex and age group ","Men","15-24","2017","Percentage","Units",,36.5,
"Czech Republic","Labour force participation rate, by sex and age group ","Women","15-24","2017","Percentage","Units",,26.6,
"Czech Republic","Employment/population ratio, by sex and age group","Men","15-24","2017","Percentage","Units",,33.8,
"Czech Republic","Employment/population ratio, by sex and age group","Women","15-24","2017","Percentage","Units",,24.3,
"Czech Republic","Unemployment rate, by sex and age group","Men","15-24","2017","Percentage","Units",,7.4,
"Czech Republic","Unemployment rate, by sex and age group","Women","15-24","2017","Percentage","Units",,8.7,
"Denmark","Labour force participation rate, by sex and age group ","Men","15-24","2017","Percentage","Units",,59.6,
"Denmark","Labour force participation rate, by sex and age group ","Women","15-24","2017","Percentage","Units",,61.2,
"Denmark","Employment/population ratio, by sex and age group","Men","15-24","2017","Percentage","Units",,51.9,
"Denmark","Employment/population ratio, by sex and age group","Women","15-24","2017","Percentage","Units",,53.9,
"Denmark","Unemployment rate, by sex and age group","Men","15-24","2017","Percentage","Units",,12.9,
"Denmark","Unemployment rate, by sex and age group","Women","15-24","2017","Percentage","Units",,11.9,
"Finland","Labour force participation rate, by sex and age group ","Men","15-24","2017","Percentage","Units",,54.8,
"Finland","Labour force participation rate, by sex and age group ","Women","15-24","2017","Percentage","Units",,54.2,
"Finland","Employment/population ratio, by sex and age group","Men","15-24","2017","Percentage","Units",,44.3,
"Finland","Employment/population ratio, by sex and age group","Women","15-24","2017","Percentage","Units",,43.8,
"Finland","Unemployment rate, by sex and age group","Men","15-24","2017","Percentage","Units",,19,
"Finland","Unemployment rate, by sex and age group","Women","15-24","2017","Percentage","Units",,19.3,
"France","Labour force participation rate, by sex and age group ","Men","15-24","2017","Percentage","Units",,40.3,
"France","Labour force participation rate, by sex and age group ","Women","15-24","2017","Percentage","Units",,33.4,
"France","Employment/population ratio, by sex and age group","Men","15-24","2017","Percentage","Units",,31,
"France","Employment/population ratio, by sex and age group","Women","15-24","2017","Percentage","Units",,26.3,
"France","Unemployment rate, by sex and age group","Men","15-24","2017","Percentage","Units",,23.2,
"France","Unemployment rate, by sex and age group","Women","15-24","2017","Percentage","Units",,21.2,
"Germany","Labour force participation rate, by sex and age group ","Men","15-24","2017","Percentage","Units",,51.3,
"Germany","Labour force participation rate, by sex and age group ","Women","15-24","2017","Percentage","Units",,48.3,
"Germany","Employment/population ratio, by sex and age group","Men","15-24","2017","Percentage","Units",,47.4,
"Germany","Employment/population ratio, by sex and age group","Women","15-24","2017","Percentage","Units",,45.5,
"Germany","Unemployment rate, by sex and age group","Men","15-24","2017","Percentage","Units",,7.6,
"Germany","Unemployment rate, by sex and age group","Women","15-24","2017","Percentage","Units",,5.8,
"Greece","Labour force participation rate, by sex and age group ","Men","15-24","2017","Percentage","Units",,26.2,
"Greece","Labour force participation rate, by sex and age group ","Women","15-24","2017","Percentage","Units",,23.9,
"Greece","Employment/population ratio, by sex and age group","Men","15-24","2017","Percentage","Units",,15.9,
"Greece","Employment/population ratio, by sex and age group","Women","15-24","2017","Percentage","Units",,12.4,
